Tarih,PM10,SO2,NO2,O3
2020/3/23,17.6024,4.884056,25.83898,11.53474
2020/3/23,17.6024,4.862628,28.49976,11.793339999999999
2020/3/23,17.6024,4.897725,35.66685,7.703978
2020/3/23,17.6024,5.117175,39.181670000000004,6.6709580000000015
2020/3/22,17.6024,5.236875,41.481809999999996,6.495955
2020/3/22,17.6024,5.5690050000000015,46.12043,6.7507589999999995
2020/3/22,17.6024,5.7367339999999984,46.22381,7.627714
2020/3/22,17.6024,5.9561839999999995,47.45904,7.483469
2020/3/22,17.6024,5.676883999999999,44.52276,6.353275
2020/3/22,17.6024,5.961355999999999,32.186609999999995,16.3232
2020/3/22,17.6024,6.405059,23.44632,22.23794
2020/3/22,17.6024,6.416511,22.24829,23.96398
2020/3/22,17.6024,6.6237699999999995,20.89495,25.851110000000002
2020/3/22,17.6024,6.423531,19.89524,27.34266
2020/3/22,17.6024,6.123173,19.57915,27.517020000000002
2020/3/22,17.6024,5.765181,20.28722,25.77664
2020/3/22,17.6024,5.282317,21.09745,23.45135
2020/3/22,17.6024,4.789109,23.0891,21.01353
2020/3/22,17.6024,4.55525,25.79122000000001,12.84065
2020/3/22,17.6024,4.480992,25.02855,9.843233
2020/3/22,17.6024,4.5353,22.49916,9.856475
2020/3/22,17.6024,4.554142,19.819229999999997,12.23966
2020/3/22,17.6024,4.582959,19.140810000000002,13.04627
2020/3/22,17.6024,4.6971169999999995,21.08323,11.026539999999999
2020/3/22,17.6024,4.812384,21.012179999999997,11.93528
2020/3/22,17.6024,4.646133,22.21327,12.02688
2020/3/22,17.6024,4.993411,27.49005,9.397791999999999
2020/3/22,17.6024,4.964225,25.40533,13.43818
2020/3/21,17.6024,5.22025,29.742259999999998,12.1902
2020/3/21,17.6024,5.194389,32.57695,12.084610000000001
2020/3/21,17.6024,5.157444,34.88847,11.57196
2020/3/21,17.6024,5.254608999999999,33.937470000000005,13.99729
2020/3/21,17.6024,5.2523919999999995,29.1086,21.96392
2020/3/21,17.6024,5.216925,24.485129999999998,26.86797
2020/3/21,17.6024,5.257564,21.48219,28.756390000000003
2020/3/21,17.6024,5.322956,20.96108,28.54829
2020/3/21,17.6024,5.528736,21.17127,28.224809999999998
2020/3/21,17.6024,5.668017,20.43037,28.00483
2020/3/21,17.6024,5.689075,20.761120000000002,25.65392
2020/3/21,17.6024,5.689075,22.11709,24.04663
2020/3/21,17.6024,6.067386,22.31336,23.787
2020/3/21,17.6024,5.875275,27.953059999999997,20.33041
2020/3/21,17.6024,5.962464,36.32653,10.70759
2020/3/21,17.6024,5.697572,32.27698,9.379108
2020/3/21,17.6024,5.453739,22.21296,12.70368
2020/3/21,17.6024,5.353989,19.944860000000002,13.198
2020/3/21,17.6024,5.4633449999999995,18.65496,15.45546
2020/3/21,17.6024,5.434528,18.923,16.45325
2020/3/21,17.6024,5.428247,18.83726,16.93661
2020/3/21,17.6024,5.489575,20.26371,16.73041
2020/3/21,17.6024,5.467408,22.476879999999998,16.28929
2020/3/21,17.6024,5.623684,27.10458,13.71135
2020/3/20,17.6024,5.683903,30.113090000000003,12.38456
2020/3/20,17.6024,5.508786,26.650909999999996,18.04202
2020/3/20,17.6024,5.561986,27.78343,18.19196
2020/3/20,17.6024,5.6428949999999976,34.32199,14.00199
2020/3/20,17.6024,5.499181,27.845309999999998,22.04668
2020/3/20,17.6024,5.293031,24.934910000000002,27.58533
2020/3/20,17.6024,4.9875,21.44308,38.84
2020/3/20,17.6024,5.141189,24.29168,32.89186
2020/3/20,17.6024,5.208428,25.28465,30.786640000000002
2020/3/20,17.6024,5.235397,24.51415,30.64323
2020/3/20,17.6024,5.086142,24.40409,30.91405
2020/3/20,17.6024,5.044025,26.18037,29.45042
2020/3/20,17.6024,4.823836,28.102059999999998,26.15092000000001
2020/3/20,17.6024,4.752903,32.27715,21.61141
2020/3/20,17.6024,4.867431,39.38998,11.33997
2020/3/20,17.6024,4.88812,37.697829999999996,7.333008
2020/3/20,17.6024,4.683447,23.73542,15.030220000000002
2020/3/20,17.6024,4.651675,21.48302,15.77625
2020/3/20,17.6024,4.649828,21.24912,15.564
2020/3/20,17.6024,4.763247,21.53059,17.35781
2020/3/20,17.6024,4.830856,21.52993,19.19953
